,date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc,date_date
889,10/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-10
890,10/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,1.0,2020-05-10
891,10/05/2020,Airport,476,476,0,0.0,0,0,0.0,0,6.0,2020-05-10
892,10/05/2020,Total,10874,1127,8722,5212.0,2118,1234,158.0,1025,34.0,2020-05-10
893,11/05/2020,Seoul,683,259,401,8.0,308,16,69.0,23,20.0,2020-05-11
894,11/05/2020,Busan,141,27,85,12.0,54,18,1.0,29,0.0,2020-05-11
895,11/05/2020,Daegu,6861,24,6115,4510.0,678,923,4.0,722,0.0,2020-05-11
896,11/05/2020,Incheon,104,46,54,2.0,40,5,7.0,4,3.0,2020-05-11
897,11/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-11
898,11/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,0.0,2020-05-11
899,11/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0,2020-05-11
900,11/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,1.0,2020-05-11
901,11/05/2020,Gyeonggi,698,170,484,29.0,341,52,62.0,44,4.0,2020-05-11
902,11/05/2020,Gangwon,54,15,32,17.0,15,0,0.0,7,1.0,2020-05-11
903,11/05/2020,Chung- buk,52,7,37,6.0,23,6,2.0,8,3.0,2020-05-11
904,11/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-11
905,11/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,0.0,2020-05-11
906,11/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-11
907,11/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0,2020-05-11
908,11/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-05-11
909,11/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-11
910,11/05/2020,Airport,479,479,0,0.0,0,0,0.0,0,3.0,2020-05-11
911,11/05/2020,Total,10909,1133,8751,5212.0,2147,1234,158.0,1025,35.0,2020-05-11
912,12/05/2020,Seoul,695,259,413,8.0,320,16,69.0,23,12.0,2020-05-12
913,12/05/2020,Busan,141,27,85,12.0,54,18,1.0,29,0.0,2020-05-12
914,12/05/2020,Daegu,6862,24,6115,4510.0,678,923,4.0,723,1.0,2020-05-12
915,12/05/2020,Incheon,105,46,55,2.0,41,5,7.0,4,1.0,2020-05-12
916,12/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-12
917,12/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,2.0,2020-05-12
918,12/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0,2020-05-12
919,12/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-12
920,12/05/2020,Gyeonggi,706,170,492,29.0,349,52,62.0,44,8.0,2020-05-12
921,12/05/2020,Gangwon,54,15,32,17.0,15,0,0.0,7,0.0,2020-05-12
922,12/05/2020,Chung- buk,52,7,37,6.0,23,6,2.0,8,0.0,2020-05-12
923,12/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-12
924,12/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,0.0,2020-05-12
925,12/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-12
926,12/05/2020,Gyeong- buk,1367,12,1224,566.0,468,190,0.0,131,1.0,2020-05-12
927,12/05/2020,Gyeong- nam,118,15,85,32.0,46,6,1.0,18,1.0,2020-05-12
928,12/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-12
929,12/05/2020,Airport,480,480,0,0.0,0,0,0.0,0,1.0,2020-05-12
930,12/05/2020,Total,10936,1138,8772,5212.0,2168,1234,158.0,1026,27.0,2020-05-12
931,13/05/2020,Seoul,707,259,425,8.0,332,16,69.0,23,12.0,2020-05-13
932,13/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,3.0,2020-05-13
933,13/05/2020,Daegu,6865,25,6117,4510.0,678,925,4.0,723,3.0,2020-05-13
934,13/05/2020,Incheon,107,46,55,2.0,41,5,7.0,6,2.0,2020-05-13
935,13/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-13
936,13/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,0.0,2020-05-13
937,13/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,1.0,2020-05-13
938,13/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-13
939,13/05/2020,Gyeonggi,708,171,493,29.0,350,52,62.0,44,2.0,2020-05-13
940,13/05/2020,Gangwon,54,15,32,17.0,15,0,0.0,7,0.0,2020-05-13
941,13/05/2020,Chung- buk,52,7,37,6.0,23,6,2.0,8,0.0,2020-05-13
942,13/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0,2020-05-13
943,13/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,1.0,2020-05-13
944,13/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0,2020-05-13
945,13/05/2020,Gyeong- buk,1367,12,1224,566.0,468,190,0.0,131,0.0,2020-05-13
946,13/05/2020,Gyeong- nam,119,15,86,32.0,47,6,1.0,18,1.0,2020-05-13
947,13/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-13
948,13/05/2020,Airport,481,481,0,0.0,0,0,0.0,0,1.0,2020-05-13
949,13/05/2020,Total,10962,1142,8792,5212.0,2186,1236,158.0,1028,26.0,2020-05-13
950,14/05/2020,Seoul,711,260,428,8.0,335,16,69.0,23,4.0,2020-05-14
951,14/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-14
952,14/05/2020,Daegu,6865,25,6116,4510.0,678,924,4.0,724,0.0,2020-05-14
953,14/05/2020,Incheon,119,46,67,2.0,52,6,7.0,6,12.0,2020-05-14
954,14/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-14
955,14/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,0.0,2020-05-14
956,14/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0,2020-05-14
957,14/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-14
958,14/05/2020,Gyeonggi,714,171,499,29.0,356,52,62.0,44,6.0,2020-05-14
959,14/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,1.0,2020-05-14
960,14/05/2020,Chung- buk,55,7,40,6.0,26,6,2.0,8,3.0,2020-05-14
961,14/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,1.0,2020-05-14
962,14/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0,2020-05-14
963,14/05/2020,Jeonnam,17,9,5,1.0,1,2,1.0,3,1.0,2020-05-14
964,14/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,1.0,2020-05-14
965,14/05/2020,Gyeong- nam,119,15,86,32.0,47,6,1.0,18,0.0,2020-05-14
966,14/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-14
967,14/05/2020,Airport,481,481,0,0.0,0,0,0.0,0,0.0,2020-05-14
968,14/05/2020,Total,10991,1145,8817,5212.0,2211,1236,158.0,1029,29.0,2020-05-14
969,15/05/2020,Seoul,725,260,441,8.0,348,16,69.0,24,14.0,2020-05-15
970,15/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-15
971,15/05/2020,Daegu,6868,25,6119,4510.0,678,927,4.0,724,3.0,2020-05-15
972,15/05/2020,Incheon,124,47,71,2.0,56,6,7.0,6,5.0,2020-05-15
973,15/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-15
974,15/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,0.0,2020-05-15
975,15/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0,2020-05-15
976,15/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-15
977,15/05/2020,Gyeonggi,717,173,499,29.0,356,52,62.0,45,3.0,2020-05-15
978,15/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-15
979,15/05/2020,Chung- buk,55,7,40,6.0,26,6,2.0,8,0.0,2020-05-15
980,15/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0,2020-05-15
981,15/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0,2020-05-15
982,15/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,1.0,2020-05-15
983,15/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0,2020-05-15
984,15/05/2020,Gyeong- nam,119,15,86,32.0,47,6,1.0,18,0.0,2020-05-15
985,15/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-15
986,15/05/2020,Airport,482,482,0,0.0,0,0,0.0,0,1.0,2020-05-15
987,15/05/2020,Total,11018,1150,8837,5212.0,2228,1239,158.0,1031,27.0,2020-05-15
988,16/05/2020,Seoul,730,260,446,8.0,353,16,69.0,24,5.0,2020-05-16
989,16/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-16
990,16/05/2020,Daegu,6869,25,6120,4510.0,678,928,4.0,724,1.0,2020-05-16
991,16/05/2020,Incheon,124,47,72,2.0,57,6,7.0,5,0.0,2020-05-16
992,16/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-16
993,16/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,0.0,2020-05-16
994,16/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0,2020-05-16
995,16/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-16
996,16/05/2020,Gyeonggi,721,175,500,29.0,357,52,62.0,46,4.0,2020-05-16
997,16/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-16
998,16/05/2020,Chung- buk,56,7,41,6.0,27,6,2.0,8,1.0,2020-05-16
999,16/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0,2020-05-16
1000,16/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0,2020-05-16
1001,16/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-16
1002,16/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0,2020-05-16
1003,16/05/2020,Gyeong- nam,119,15,86,32.0,47,6,1.0,18,0.0,2020-05-16
1004,16/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-16
1005,16/05/2020,Airport,490,490,0,0.0,0,0,0.0,0,8.0,2020-05-16
1006,16/05/2020,Total,11037,1160,8846,5212.0,2236,1240,158.0,1031,19.0,2020-05-16
1007,17/05/2020,Seoul,735,261,450,8.0,357,16,69.0,24,5.0,2020-05-17
1008,17/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-17
1009,17/05/2020,Daegu,6870,25,6120,4510.0,678,928,4.0,725,1.0,2020-05-17
1010,17/05/2020,Incheon,124,47,72,2.0,57,6,7.0,5,0.0,2020-05-17
1011,17/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-17
1012,17/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,1.0,2020-05-17
1013,17/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0,2020-05-17
1014,17/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-17
1015,17/05/2020,Gyeonggi,721,175,500,29.0,357,52,62.0,46,0.0,2020-05-17
1016,17/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-17
1017,17/05/2020,Chung- buk,56,7,41,6.0,27,6,2.0,8,0.0,2020-05-17
1018,17/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0,2020-05-17
1019,17/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0,2020-05-17
1020,17/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-17
1021,17/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0,2020-05-17
1022,17/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,2.0,2020-05-17
1023,17/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-17
1024,17/05/2020,Airport,494,494,0,0.0,0,0,0.0,0,4.0,2020-05-17
1025,17/05/2020,Total,11050,1167,8851,5212.0,2241,1240,158.0,1032,13.0,2020-05-17
1026,18/05/2020,Seoul,736,262,450,8.0,357,16,69.0,24,1.0,2020-05-18
1027,18/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-18
1028,18/05/2020,Daegu,6871,25,6115,4510.0,678,923,4.0,731,1.0,2020-05-18
1029,18/05/2020,Incheon,124,47,72,2.0,57,6,7.0,5,0.0,2020-05-18
1030,18/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-18
1031,18/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0,2020-05-18
1032,18/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0,2020-05-18
1033,18/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-18
1034,18/05/2020,Gyeonggi,724,176,502,29.0,359,52,62.0,46,3.0,2020-05-18
1035,18/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-18
1036,18/05/2020,Chung- buk,59,8,42,6.0,27,7,2.0,9,3.0,2020-05-18
1037,18/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0,2020-05-18
1038,18/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0,2020-05-18
1039,18/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-18
1040,18/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0,2020-05-18
1041,18/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,0.0,2020-05-18
1042,18/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-18
1043,18/05/2020,Airport,501,501,0,0.0,0,0,0.0,0,7.0,2020-05-18
1044,18/05/2020,Total,11065,1177,8849,5212.0,2243,1236,158.0,1039,15.0,2020-05-18
1045,19/05/2020,Seoul,742,262,455,8.0,361,17,69.0,25,6.0,2020-05-19
1046,19/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-19
1047,19/05/2020,Daegu,6871,25,6115,4510.0,678,923,4.0,731,0.0,2020-05-19
1048,19/05/2020,Incheon,126,47,74,2.0,59,6,7.0,5,2.0,2020-05-19
1049,19/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-19
1050,19/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0,2020-05-19
1051,19/05/2020,Ulsan,49,18,24,16.0,2,3,3.0,7,4.0,2020-05-19
1052,19/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-19
1053,19/05/2020,Gyeonggi,725,176,503,29.0,360,52,62.0,46,1.0,2020-05-19
1054,19/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-19
1055,19/05/2020,Chung- buk,59,8,42,6.0,27,7,2.0,9,0.0,2020-05-19
1056,19/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0,2020-05-19
1057,19/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0,2020-05-19
1058,19/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-19
1059,19/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0,2020-05-19
1060,19/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,0.0,2020-05-19
1061,19/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-19
1062,19/05/2020,Airport,501,501,0,0.0,0,0,0.0,0,0.0,2020-05-19
1063,19/05/2020,Total,11078,1181,8857,5212.0,2250,1237,158.0,1040,13.0,2020-05-19
1064,20/05/2020,Seoul,752,266,460,8.0,366,17,69.0,26,10.0,2020-05-20
1065,20/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-20
1066,20/05/2020,Daegu,6872,25,6115,4510.0,678,923,4.0,732,1.0,2020-05-20
1067,20/05/2020,Incheon,134,47,82,2.0,67,6,7.0,5,8.0,2020-05-20
1068,20/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-20
1069,20/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0,2020-05-20
1070,20/05/2020,Ulsan,49,18,24,16.0,2,3,3.0,7,0.0,2020-05-20
1071,20/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-20
1072,20/05/2020,Gyeonggi,735,178,510,29.0,367,52,62.0,47,10.0,2020-05-20
1073,20/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-20
1074,20/05/2020,Chung- buk,59,8,42,6.0,27,7,2.0,9,0.0,2020-05-20
1075,20/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0,2020-05-20
1076,20/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,1.0,2020-05-20
1077,20/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-20
1078,20/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0,2020-05-20
1079,20/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,0.0,2020-05-20
1080,20/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-20
1081,20/05/2020,Airport,503,503,0,0.0,0,0,0.0,0,2.0,2020-05-20
1082,20/05/2020,Total,11110,1189,8878,5212.0,2271,1237,158.0,1043,32.0,2020-05-20
1083,21/05/2020,Seoul,756,267,463,8.0,369,17,69.0,26,4.0,2020-05-21
1084,21/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-21
1085,21/05/2020,Daegu,6872,25,6115,4510.0,678,923,4.0,732,0.0,2020-05-21
1086,21/05/2020,Incheon,140,47,88,2.0,73,6,7.0,5,6.0,2020-05-21
1087,21/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-21
1088,21/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0,2020-05-21
1089,21/05/2020,Ulsan,49,18,24,16.0,2,3,3.0,7,0.0,2020-05-21
1090,21/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-21
1091,21/05/2020,Gyeonggi,735,178,510,29.0,367,52,62.0,47,0.0,2020-05-21
1092,21/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-21
1093,21/05/2020,Chung- buk,59,8,42,6.0,27,7,2.0,9,0.0,2020-05-21
1094,21/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,1.0,2020-05-21
1095,21/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-21
1096,21/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-21
1097,21/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0,2020-05-21
1098,21/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,0.0,2020-05-21
1099,21/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-21
1100,21/05/2020,Airport,504,504,0,0.0,0,0,0.0,0,1.0,2020-05-21
1101,21/05/2020,Total,11122,1191,8888,5212.0,2281,1237,158.0,1043,12.0,2020-05-21
1102,22/05/2020,Seoul,758,268,463,8.0,369,17,69.0,27,2.0,2020-05-22
1103,22/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-22
1104,22/05/2020,Daegu,6872,25,6115,4510.0,678,923,4.0,732,0.0,2020-05-22
1105,22/05/2020,Incheon,141,47,89,2.0,74,6,7.0,5,1.0,2020-05-22
1106,22/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-22
1107,22/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0,2020-05-22
1108,22/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,1.0,2020-05-22
1109,22/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,,2020-05-22
1110,22/05/2020,Gyeonggi,741,178,516,29.0,371,54,62.0,47,6.0,2020-05-22
1111,22/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-22
1112,22/05/2020,Chung- buk,59,8,42,6.0,27,7,2.0,9,0.0,2020-05-22
1113,22/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0,2020-05-22
1114,22/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-22
1115,22/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-22
1116,22/05/2020,Gyeong- buk,1370,13,1225,566.0,468,191,0.0,132,2.0,2020-05-22
1117,22/05/2020,Gyeong- nam,122,17,87,32.0,48,6,1.0,18,1.0,2020-05-22
1118,22/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-22
1119,22/05/2020,Airport,511,511,0,0.0,0,0,0.0,0,7.0,2020-05-22
1120,22/05/2020,Total,11142,1200,8897,5212.0,2287,1240,158.0,1045,20.0,2020-05-22
1121,23/05/2020,Seoul,762,268,467,8.0,373,17,69.0,27,4.0,2020-05-23
1122,23/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-23
1123,23/05/2020,Daegu,6873,25,6116,4510.0,678,924,4.0,732,1.0,2020-05-23
1124,23/05/2020,Incheon,141,47,89,2.0,74,6,7.0,5,0.0,2020-05-23
1125,23/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-23
1126,23/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,1.0,2020-05-23
1127,23/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0,2020-05-23
1128,23/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-23
1129,23/05/2020,Gyeonggi,754,178,528,29.0,385,52,62.0,48,13.0,2020-05-23
1130,23/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0,2020-05-23
1131,23/05/2020,Chung- buk,59,8,42,6.0,27,7,2.0,9,0.0,2020-05-23
1132,23/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0,2020-05-23
1133,23/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-23
1134,23/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-23
1135,23/05/2020,Gyeong- buk,1370,13,1225,566.0,468,191,0.0,132,0.0,2020-05-23
1136,23/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,1.0,2020-05-23
1137,23/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-23
1138,23/05/2020,Airport,514,514,0,0.0,0,0,0.0,0,3.0,2020-05-23
1139,23/05/2020,Total,11165,1204,8914,5212.0,2305,1239,158.0,1047,23.0,2020-05-23
1140,24/05/2020,Seoul,768,270,471,8.0,377,17,69.0,27,6.0,2020-05-24
1141,24/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-24
1142,24/05/2020,Daegu,6873,25,6117,4510.0,682,921,4.0,731,0.0,2020-05-24
1143,24/05/2020,Incheon,143,47,91,2.0,76,6,7.0,5,2.0,2020-05-24
1144,24/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-24
1145,24/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0,2020-05-24
1146,24/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0,2020-05-24
1147,24/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-24
1148,24/05/2020,Gyeonggi,760,179,533,29.0,390,52,62.0,48,6.0,2020-05-24
1149,24/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,1.0,2020-05-24
1150,24/05/2020,Chung- buk,59,8,42,6.0,27,7,2.0,9,0.0,2020-05-24
1151,24/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0,2020-05-24
1152,24/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-24
1153,24/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-24
1154,24/05/2020,Gyeong- buk,1376,13,1231,566.0,474,191,0.0,132,6.0,2020-05-24
1155,24/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-05-24
1156,24/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-24
1157,24/05/2020,Airport,518,518,0,0.0,0,0,0.0,0,4.0,2020-05-24
1158,24/05/2020,Total,11190,1212,8932,5212.0,2326,1236,158.0,1046,25.0,2020-05-24
1159,25/05/2020,Seoul,774,270,476,8.0,382,17,69.0,28,6.0,2020-05-25
1160,25/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-25
1161,25/05/2020,Daegu,6874,25,6120,4510.0,682,924,4.0,731,1.0,2020-05-25
1162,25/05/2020,Incheon,144,47,92,2.0,77,6,7.0,5,1.0,2020-05-25
1163,25/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-25
1164,25/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0,2020-05-25
1165,25/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0,2020-05-25
1166,25/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-25
1167,25/05/2020,Gyeonggi,766,181,537,29.0,394,52,62.0,48,6.0,2020-05-25
1168,25/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0,2020-05-25
1169,25/05/2020,Chung- buk,59,8,42,6.0,27,7,2.0,9,0.0,2020-05-25
1170,25/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0,2020-05-25
1171,25/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-25
1172,25/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-25
1173,25/05/2020,Gyeong- buk,1377,13,1232,566.0,475,191,0.0,132,1.0,2020-05-25
1174,25/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-05-25
1175,25/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-25
1176,25/05/2020,Airport,519,519,0,0.0,0,0,0.0,0,1.0,2020-05-25
1177,25/05/2020,Total,11206,1215,8946,5212.0,2337,1239,158.0,1047,16.0,2020-05-25
1178,26/05/2020,Seoul,783,271,485,8.0,390,18,69.0,27,9.0,2020-05-26
1179,26/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-26
1180,26/05/2020,Daegu,6875,25,6119,4510.0,685,920,4.0,731,1.0,2020-05-26
1181,26/05/2020,Incheon,147,47,95,2.0,80,6,7.0,5,3.0,2020-05-26
1182,26/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-26
