,date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc,date_date
293,09/04/2020,Gyeonggi,606,134,429,29.0,297,59,44.0,43,10.0,2020-04-09
294,09/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0,2020-04-09
295,09/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-09
296,09/04/2020,Chung- nam,138,8,120,0.0,118,1,1.0,10,1.0,2020-04-09
297,09/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-09
298,09/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-09
299,09/04/2020,Gyeong- buk,1320,9,1178,566.0,420,191,1.0,133,0.0,2020-04-09
300,09/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,2.0,2020-04-09
301,09/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0,2020-04-09
302,09/04/2020,Airport,348,348,0,0.0,0,0,0.0,0,10.0,2020-04-09
303,09/04/2020,Total,10423,861,8541,5210.0,1952,1245,134.0,1021,39.0,2020-04-09
304,10/04/2020,Seoul,595,218,350,8.0,257,20,65.0,27,5.0,2020-04-10
305,10/04/2020,Busan,126,15,81,12.0,50,18,1.0,30,1.0,2020-04-10
306,10/04/2020,Daegu,6807,12,6079,4508.0,646,921,4.0,716,0.0,2020-04-10
307,10/04/2020,Incheon,85,34,47,2.0,34,5,6.0,4,1.0,2020-04-10
308,10/04/2020,Gwangju,27,11,16,9.0,0,1,6.0,0,0.0,2020-04-10
309,10/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-10
310,10/04/2020,Ulsan,40,9,24,16.0,1,4,3.0,7,0.0,2020-04-10
311,10/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-10
312,10/04/2020,Gyeonggi,615,135,433,29.0,299,60,45.0,47,9.0,2020-04-10
313,10/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0,2020-04-10
314,10/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-10
315,10/04/2020,Chung- nam,138,9,120,0.0,118,1,1.0,9,0.0,2020-04-10
316,10/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-10
317,10/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-10
318,10/04/2020,Gyeong- buk,1327,9,1181,566.0,421,193,1.0,137,7.0,2020-04-10
319,10/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0,2020-04-10
320,10/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0,2020-04-10
321,10/04/2020,Airport,352,352,0,0.0,0,0,0.0,0,4.0,2020-04-10
322,10/04/2020,Total,10450,869,8552,5210.0,1957,1248,137.0,1029,27.0,2020-04-10
323,11/04/2020,Seoul,599,222,349,8.0,258,18,65.0,28,4.0,2020-04-11
324,11/04/2020,Busan,126,15,81,12.0,50,18,1.0,30,0.0,2020-04-11
325,11/04/2020,Daegu,6814,13,6085,4508.0,651,922,4.0,716,7.0,2020-04-11
326,11/04/2020,Incheon,85,34,47,2.0,34,5,6.0,4,0.0,2020-04-11
327,11/04/2020,Gwangju,27,11,16,9.0,0,1,6.0,0,0.0,2020-04-11
328,11/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-11
329,11/04/2020,Ulsan,41,10,24,16.0,1,4,3.0,7,1.0,2020-04-11
330,11/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-11
331,11/04/2020,Gyeonggi,624,140,439,29.0,302,58,50.0,45,9.0,2020-04-11
332,11/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0,2020-04-11
333,11/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-11
334,11/04/2020,Chung- nam,138,9,120,0.0,118,1,1.0,9,0.0,2020-04-11
335,11/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-11
336,11/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-11
337,11/04/2020,Gyeong- buk,1330,9,1185,566.0,427,191,1.0,136,3.0,2020-04-11
338,11/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0,2020-04-11
339,11/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0,2020-04-11
340,11/04/2020,Airport,358,358,0,0.0,0,0,0.0,0,6.0,2020-04-11
341,11/04/2020,Total,10480,886,8567,5210.0,1972,1243,142.0,1027,30.0,2020-04-11
342,12/04/2020,Seoul,602,225,350,8.0,258,19,65.0,27,3.0,2020-04-12
343,12/04/2020,Busan,126,15,81,12.0,50,18,1.0,30,0.0,2020-04-12
344,12/04/2020,Daegu,6816,14,6085,4508.0,651,922,4.0,717,2.0,2020-04-12
345,12/04/2020,Incheon,86,35,47,2.0,34,5,6.0,4,1.0,2020-04-12
346,12/04/2020,Gwangju,27,11,16,9.0,0,1,6.0,0,0.0,2020-04-12
347,12/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-12
348,12/04/2020,Ulsan,41,10,24,16.0,1,4,3.0,7,0.0,2020-04-12
349,12/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-12
350,12/04/2020,Gyeonggi,628,143,440,29.0,302,58,51.0,45,4.0,2020-04-12
351,12/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0,2020-04-12
352,12/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-12
353,12/04/2020,Chung- nam,139,9,120,0.0,118,1,1.0,10,1.0,2020-04-12
354,12/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-12
355,12/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-12
356,12/04/2020,Gyeong- buk,1333,9,1190,566.0,432,191,1.0,134,3.0,2020-04-12
357,12/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0,2020-04-12
358,12/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0,2020-04-12
359,12/04/2020,Airport,376,376,0,0.0,0,0,0.0,0,18.0,2020-04-12
360,12/04/2020,Total,10512,912,8574,5210.0,1977,1244,143.0,1026,32.0,2020-04-12
361,13/04/2020,Seoul,610,233,355,8.0,262,18,67.0,22,8.0,2020-04-13
362,13/04/2020,Busan,126,16,81,12.0,50,18,1.0,29,0.0,2020-04-13
363,13/04/2020,Daegu,6819,14,6088,4508.0,653,923,4.0,717,3.0,2020-04-13
364,13/04/2020,Incheon,87,36,47,2.0,34,5,6.0,4,1.0,2020-04-13
365,13/04/2020,Gwangju,27,11,16,9.0,0,1,6.0,0,0.0,2020-04-13
366,13/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-13
367,13/04/2020,Ulsan,41,10,24,16.0,1,4,3.0,7,0.0,2020-04-13
368,13/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-13
369,13/04/2020,Gyeonggi,631,143,442,29.0,302,58,53.0,46,3.0,2020-04-13
370,13/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0,2020-04-13
371,13/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-13
372,13/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0,2020-04-13
373,13/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-13
374,13/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-13
375,13/04/2020,Gyeong- buk,1337,9,1194,566.0,436,191,1.0,134,4.0,2020-04-13
376,13/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0,2020-04-13
377,13/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0,2020-04-13
378,13/04/2020,Airport,382,382,0,0.0,0,0,0.0,0,6.0,2020-04-13
379,13/04/2020,Total,10537,929,8588,5210.0,1987,1244,147.0,1020,25.0,2020-04-13
380,14/04/2020,Seoul,612,233,355,8.0,262,18,67.0,24,2.0,2020-04-14
381,14/04/2020,Busan,126,16,81,12.0,50,18,1.0,29,0.0,2020-04-14
382,14/04/2020,Daegu,6822,15,6090,4509.0,655,922,4.0,717,3.0,2020-04-14
383,14/04/2020,Incheon,88,37,47,2.0,34,5,6.0,4,1.0,2020-04-14
384,14/04/2020,Gwangju,27,11,16,9.0,0,1,6.0,0,0.0,2020-04-14
385,14/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-14
386,14/04/2020,Ulsan,42,10,24,16.0,1,4,3.0,8,1.0,2020-04-14
387,14/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-14
388,14/04/2020,Gyeonggi,639,145,447,29.0,305,60,53.0,47,8.0,2020-04-14
389,14/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0,2020-04-14
390,14/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-14
391,14/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0,2020-04-14
392,14/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-14
393,14/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-14
394,14/04/2020,Gyeong- buk,1342,9,1197,566.0,439,191,1.0,136,5.0,2020-04-14
395,14/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0,2020-04-14
396,14/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0,2020-04-14
397,14/04/2020,Airport,389,389,0,0.0,0,0,0.0,0,7.0,2020-04-14
398,14/04/2020,Total,10564,940,8598,5211.0,1995,1245,147.0,1026,27.0,2020-04-14
399,15/04/2020,Seoul,617,238,356,8.0,262,19,67.0,23,5.0,2020-04-15
400,15/04/2020,Busan,127,17,81,12.0,50,18,1.0,29,1.0,2020-04-15
401,15/04/2020,Daegu,6823,16,6090,4509.0,655,922,4.0,717,1.0,2020-04-15
402,15/04/2020,Incheon,88,37,47,2.0,34,5,6.0,4,0.0,2020-04-15
403,15/04/2020,Gwangju,28,11,16,9.0,0,1,6.0,1,1.0,2020-04-15
404,15/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-15
405,15/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0,2020-04-15
406,15/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-15
407,15/04/2020,Gyeonggi,645,146,457,29.0,312,59,57.0,42,6.0,2020-04-15
408,15/04/2020,Gangwon,51,13,31,17.0,14,0,0.0,7,2.0,2020-04-15
409,15/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-15
410,15/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0,2020-04-15
411,15/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-15
412,15/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-15
413,15/04/2020,Gyeong- buk,1348,9,1205,566.0,446,192,1.0,134,6.0,2020-04-15
414,15/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0,2020-04-15
415,15/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,1.0,2020-04-15
416,15/04/2020,Airport,393,393,0,0.0,0,0,0.0,0,4.0,2020-04-15
417,15/04/2020,Total,10591,955,8618,5211.0,2010,1246,151.0,1018,27.0,2020-04-15
418,16/04/2020,Seoul,619,239,357,8.0,262,18,69.0,23,2.0,2020-04-16
419,16/04/2020,Busan,130,20,81,12.0,50,18,1.0,29,3.0,2020-04-16
420,16/04/2020,Daegu,6827,16,6094,4509.0,659,922,4.0,717,4.0,2020-04-16
421,16/04/2020,Incheon,88,37,47,2.0,34,5,6.0,4,0.0,2020-04-16
422,16/04/2020,Gwangju,28,12,16,9.0,0,1,6.0,0,0.0,2020-04-16
423,16/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-16
424,16/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0,2020-04-16
425,16/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-16
426,16/04/2020,Gyeonggi,649,149,458,29.0,313,58,58.0,42,4.0,2020-04-16
427,16/04/2020,Gangwon,52,13,32,17.0,15,0,0.0,7,1.0,2020-04-16
428,16/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-16
429,16/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0,2020-04-16
430,16/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-16
431,16/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-16
432,16/04/2020,Gyeong- buk,1352,9,1209,566.0,451,191,1.0,134,4.0,2020-04-16
433,16/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0,2020-04-16
434,16/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-16
435,16/04/2020,Airport,397,397,0,0.0,0,0,0.0,0,4.0,2020-04-16
436,16/04/2020,Total,10613,967,8629,5211.0,2021,1243,154.0,1017,22.0,2020-04-16
437,17/04/2020,Seoul,621,241,357,8.0,262,18,69.0,23,2.0,2020-04-17
438,17/04/2020,Busan,130,20,81,12.0,50,18,1.0,29,0.0,2020-04-17
439,17/04/2020,Daegu,6827,16,6092,4509.0,657,922,4.0,719,0.0,2020-04-17
440,17/04/2020,Incheon,89,37,48,2.0,34,5,7.0,4,1.0,2020-04-17
441,17/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,2.0,2020-04-17
442,17/04/2020,Daejeon,40,9,21,2.0,11,8,0.0,10,1.0,2020-04-17
443,17/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0,2020-04-17
444,17/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-17
445,17/04/2020,Gyeonggi,650,150,459,29.0,314,55,61.0,41,1.0,2020-04-17
446,17/04/2020,Gangwon,52,13,32,17.0,15,0,0.0,7,0.0,2020-04-17
447,17/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-17
448,17/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0,2020-04-17
449,17/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-17
450,17/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-17
451,17/04/2020,Gyeong- buk,1356,9,1213,566.0,455,191,1.0,134,4.0,2020-04-17
452,17/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0,2020-04-17
453,17/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-17
454,17/04/2020,Airport,408,408,0,0.0,0,0,0.0,0,11.0,2020-04-17
455,17/04/2020,Total,10635,983,8633,5211.0,2024,1240,158.0,1019,22.0,2020-04-17
456,18/04/2020,Seoul,622,242,358,8.0,262,18,70.0,22,1.0,2020-04-18
457,18/04/2020,Busan,130,20,81,12.0,50,18,1.0,29,0.0,2020-04-18
458,18/04/2020,Daegu,6830,16,6094,4509.0,659,922,4.0,720,3.0,2020-04-18
459,18/04/2020,Incheon,90,39,47,2.0,34,5,6.0,4,1.0,2020-04-18
460,18/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-18
461,18/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,-1.0,2020-04-18
462,18/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0,2020-04-18
463,18/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-18
464,18/04/2020,Gyeonggi,654,150,463,29.0,317,55,62.0,41,4.0,2020-04-18
465,18/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,1.0,2020-04-18
466,18/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-18
467,18/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,2.0,2020-04-18
468,18/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-18
469,18/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-18
470,18/04/2020,Gyeong- buk,1358,10,1215,566.0,457,191,1.0,133,2.0,2020-04-18
471,18/04/2020,Gyeong- nam,116,14,85,33.0,45,6,1.0,17,1.0,2020-04-18
472,18/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-18
473,18/04/2020,Airport,412,412,0,0.0,0,0,0.0,0,4.0,2020-04-18
474,18/04/2020,Total,10653,993,8642,5212.0,2031,1240,159.0,1018,18.0,2020-04-18
475,19/04/2020,Seoul,624,243,359,8.0,262,18,71.0,22,2.0,2020-04-19
476,19/04/2020,Busan,130,20,81,12.0,50,18,1.0,29,0.0,2020-04-19
477,19/04/2020,Daegu,6832,17,6094,4510.0,659,921,4.0,721,2.0,2020-04-19
478,19/04/2020,Incheon,91,40,47,2.0,34,5,6.0,4,1.0,2020-04-19
479,19/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-19
480,19/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-19
481,19/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0,2020-04-19
482,19/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-19
483,19/04/2020,Gyeonggi,654,150,463,29.0,317,55,62.0,41,0.0,2020-04-19
484,19/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-19
485,19/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-19
486,19/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0,2020-04-19
487,19/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-19
488,19/04/2020,Jeonna m,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-19
489,19/04/2020,Gyeong- buk,1359,10,1216,566.0,458,191,1.0,133,1.0,2020-04-19
490,19/04/2020,Gyeong- nam,116,14,84,32.0,45,6,1.0,18,0.0,2020-04-19
491,19/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-19
492,19/04/2020,Airport,414,414,0,0.0,0,0,0.0,0,2.0,2020-04-19
493,19/04/2020,Total,10661,998,8643,5212.0,2032,1239,160.0,1020,8.0,2020-04-19
494,20/04/2020,Seoul,624,244,357,8.0,262,18,69.0,23,0.0,2020-04-20
495,20/04/2020,Busan,132,20,81,12.0,50,18,1.0,31,2.0,2020-04-20
496,20/04/2020,Daegu,6833,17,6095,4510.0,659,922,4.0,721,1.0,2020-04-20
497,20/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,1.0,2020-04-20
498,20/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-20
499,20/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-20
500,20/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,1.0,2020-04-20
501,20/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-20
502,20/04/2020,Gyeonggi,656,151,464,29.0,318,55,62.0,41,2.0,2020-04-20
503,20/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-20
504,20/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-20
505,20/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0,2020-04-20
506,20/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-20
507,20/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-20
508,20/04/2020,Gyeong- buk,1361,10,1217,566.0,460,191,0.0,134,2.0,2020-04-20
509,20/04/2020,Gyeong- nam,116,14,84,32.0,45,6,1.0,18,0.0,2020-04-20
510,20/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-20
511,20/04/2020,Airport,418,418,0,0.0,0,0,0.0,0,4.0,2020-04-20
512,20/04/2020,Total,10674,1006,8644,5212.0,2035,1240,157.0,1024,13.0,2020-04-20
513,21/04/2020,Seoul,626,245,357,8.0,262,18,69.0,24,2.0,2020-04-21
514,21/04/2020,Busan,132,20,82,12.0,50,19,1.0,30,0.0,2020-04-21
515,21/04/2020,Daegu,6835,17,6097,4510.0,661,922,4.0,721,2.0,2020-04-21
516,21/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0,2020-04-21
517,21/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-21
518,21/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0,2020-04-21
519,21/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-21
520,21/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-21
521,21/04/2020,Gyeonggi,658,152,465,29.0,318,56,62.0,41,2.0,2020-04-21
522,21/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-21
523,21/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-21
524,21/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0,2020-04-21
525,21/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-21
526,21/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-21
527,21/04/2020,Gyeong- buk,1361,10,1217,566.0,460,191,0.0,134,0.0,2020-04-21
528,21/04/2020,Gyeong- nam,116,14,84,32.0,45,6,1.0,18,0.0,2020-04-21
529,21/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-21
530,21/04/2020,Airport,421,421,0,0.0,0,0,0.0,0,3.0,2020-04-21
531,21/04/2020,Total,10683,1011,8648,5212.0,2037,1242,157.0,1024,9.0,2020-04-21
532,22/04/2020,Seoul,628,247,357,8.0,262,18,69.0,24,2.0,2020-04-22
533,22/04/2020,Busan,134,21,84,12.0,53,18,1.0,29,2.0,2020-04-22
534,22/04/2020,Daegu,6836,17,6098,4510.0,661,923,4.0,721,1.0,2020-04-22
535,22/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0,2020-04-22
536,22/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-22
537,22/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,1.0,2020-04-22
538,22/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-22
539,22/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-22
540,22/04/2020,Gyeonggi,658,152,465,29.0,319,55,62.0,41,0.0,2020-04-22
541,22/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-22
542,22/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-22
543,22/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0,2020-04-22
544,22/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-22
545,22/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-22
546,22/04/2020,Gyeong- buk,1363,10,1218,566.0,460,192,0.0,135,2.0,2020-04-22
547,22/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,1.0,2020-04-22
548,22/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-22
549,22/04/2020,Airport,423,423,0,0.0,0,0,0.0,0,2.0,2020-04-22
550,22/04/2020,Total,10694,1017,8653,5212.0,2042,1242,157.0,1024,11.0,2020-04-22
551,23/04/2020,Seoul,628,247,357,8.0,262,18,69.0,24,0.0,2020-04-23
552,23/04/2020,Busan,135,22,84,12.0,53,18,1.0,29,1.0,2020-04-23
553,23/04/2020,Daegu,6840,18,6100,4510.0,662,924,4.0,722,4.0,2020-04-23
554,23/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0,2020-04-23
555,23/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-23
556,23/04/2020,Daejeon,40,10,21,2.0,11,8,,9,0.0,2020-04-23
557,23/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-23
558,23/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-23
559,23/04/2020,Gyeonggi,659,152,466,29.0,320,55,62.0,41,1.0,2020-04-23
560,23/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-23
561,23/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-23
562,23/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0,2020-04-23
563,23/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-23
564,23/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-23
565,23/04/2020,Gyeong- buk,1363,10,1219,566.0,461,192,0.0,134,0.0,2020-04-23
566,23/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-04-23
567,23/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-23
568,23/04/2020,Airport,425,425,0,0.0,0,0,0.0,0,2.0,2020-04-23
569,23/04/2020,Total,10702,1021,8657,5212.0,2045,1243,157.0,1024,8.0,2020-04-23
570,24/04/2020,Seoul,628,247,357,8.0,262,18,69.0,24,0.0,2020-04-24
571,24/04/2020,Busan,136,23,84,12.0,53,18,1.0,29,1.0,2020-04-24
572,24/04/2020,Daegu,6842,18,6102,4510.0,662,926,4.0,722,2.0,2020-04-24
573,24/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0,2020-04-24
574,24/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-04-24
575,24/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0,2020-04-24
576,24/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0,2020-04-24
577,24/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0,2020-04-24
578,24/04/2020,Gyeonggi,660,152,466,29.0,320,55,62.0,42,1.0,2020-04-24
579,24/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0,2020-04-24
580,24/04/2020,Chung- buk,45,5,32,6.0,18,6,2.0,8,0.0,2020-04-24
581,24/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0,2020-04-24
582,24/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0,2020-04-24
583,24/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0,2020-04-24
584,24/04/2020,Gyeong- buk,1364,10,1219,566.0,461,192,0.0,135,1.0,2020-04-24
585,24/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0,2020-04-24
586,24/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0,2020-04-24
587,24/04/2020,Airport,426,426,0,0.0,0,0,0.0,0,1.0,2020-04-24
588,24/04/2020,Total,10708,1023,8659,5212.0,2045,1245,157.0,1026,6.0,2020-04-24
589,25/04/2020,Seoul,629,247,357,8.0,262,18,69.0,25,1.0,2020-04-25
590,25/04/2020,Busan,136,23,84,12.0,53,18,1.0,29,0.0,2020-04-25
