,Distrito: 1,Distrito: 2,Distrito: 3,Distrito: 4,Distrito: 5,Distrito: 6,Distrito: 7,Distrito: 8,Distrito: 9,Distrito: 10,Distrito: 11
0,606,1733,1278,1467,1473,1534,1915,791,978,1856,754
