index,date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc
698,30/04/2020,Gyeong- buk,1365,10,1221,566.0,463,192,0.0,134,0.0
699,30/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
700,30/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
701,30/04/2020,Airport,446,446,0,0.0,0,0,0.0,0,4.0
702,30/04/2020,Total,10765,1065,8670,5212.0,2050,1250,158.0,1030,4.0
703,01/05/2020,Seoul,634,253,357,8.0,262,18,69.0,24,1.0
704,01/05/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0
705,01/05/2020,Daegu,6852,20,6108,4510.0,665,929,4.0,724,0.0
706,01/05/2020,Incheon,94,42,48,2.0,34,5,7.0,4,1.0
707,01/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
708,01/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
709,01/05/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
710,01/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
711,01/05/2020,Gyeonggi,678,165,470,29.0,322,57,62.0,43,2.0
712,01/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
713,01/05/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
714,01/05/2020,Chung- nam,143,13,120,,118,1,1.0,10,0.0
715,01/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
716,01/05/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0
717,01/05/2020,Gyeong- buk,1366,10,1222,566.0,464,192,0.0,134,1.0
718,01/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
719,01/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
720,01/05/2020,Airport,450,450,0,0.0,0,0,0.0,0,4.0
721,01/05/2020,Total,10774,1073,8671,5212.0,2051,1250,158.0,1030,9.0
722,02/05/2020,Seoul,635,255,357,8.0,264,16,69.0,23,1.0
723,02/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,1.0
724,02/05/2020,Daegu,6852,20,6108,4510.0,665,929,4.0,724,0.0
725,02/05/2020,Incheon,95,43,48,2.0,34,5,7.0,4,1.0
726,02/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
727,02/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
728,02/05/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
729,02/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
730,02/05/2020,Gyeonggi,678,165,470,29.0,327,52,62.0,43,0.0
731,02/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
732,02/05/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
733,02/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
734,02/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
735,02/05/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0
736,02/05/2020,Gyeong- buk,1366,11,1222,566.0,464,192,0.0,133,0.0
737,02/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
738,02/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
739,02/05/2020,Airport,453,453,0,0.0,0,0,0.0,0,3.0
740,02/05/2020,Total,10780,1081,8671,5212.0,2058,1243,158.0,1028,6.0
741,03/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,2.0
742,03/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0
743,03/05/2020,Daegu,6856,21,6109,4510.0,666,929,4.0,726,4.0
744,03/05/2020,Incheon,95,43,48,2.0,34,5,7.0,4,0.0
745,03/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
746,03/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
747,03/05/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
748,03/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
749,03/05/2020,Gyeonggi,680,167,470,29.0,327,52,62.0,43,2.0
750,03/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
751,03/05/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
752,03/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
753,03/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
754,03/05/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0
755,03/05/2020,Gyeong- buk,1366,11,1222,566.0,464,192,0.0,133,0.0
756,03/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
757,03/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
758,03/05/2020,Airport,458,458,0,0.0,0,0,0.0,0,5.0
759,03/05/2020,Total,10793,1091,8672,5212.0,2059,1243,158.0,1030,13.0
760,04/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0
761,04/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0
762,04/05/2020,Daegu,6856,21,6116,4510.0,677,925,4.0,719,0.0
763,04/05/2020,Incheon,96,44,48,2.0,34,5,7.0,4,1.0
764,04/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
765,04/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
766,04/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,1.0
767,04/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
768,04/05/2020,Gyeonggi,681,168,470,29.0,327,52,62.0,43,1.0
769,04/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
770,04/05/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
771,04/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
772,04/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
773,04/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,1.0
774,04/05/2020,Gyeong- buk,1366,11,1224,566.0,466,192,0.0,131,0.0
775,04/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
776,04/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
777,04/05/2020,Airport,462,462,0,0.0,0,0,0.0,0,4.0
778,04/05/2020,Total,10801,1099,8681,5212.0,2073,1238,158.0,1021,8.0
779,05/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0
780,05/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0
781,05/05/2020,Daegu,6856,21,6116,4510.0,677,925,4.0,719,0.0
782,05/05/2020,Incheon,97,45,48,2.0,34,5,7.0,4,1.0
783,05/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
784,05/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
785,05/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0
786,05/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
787,05/05/2020,Gyeonggi,681,168,470,29.0,327,52,62.0,43,0.0
788,05/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
789,05/05/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
790,05/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
791,05/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
792,05/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
793,05/05/2020,Gyeong- buk,1366,11,1224,566.0,466,192,0.0,131,0.0
794,05/05/2020,Gyeong-nam,117,14,85,32.0,46,6,1.0,18,0.0
795,05/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
796,05/05/2020,Airport,464,464,0,0.0,0,0,0.0,0,2.0
797,05/05/2020,Total,10804,1102,8681,5212.0,2073,1238,158.0,1021,3.0
798,06/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0
799,06/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0
800,06/05/2020,Daegu,6856,21,6116,4510.0,679,923,4.0,719,0.0
801,06/05/2020,Incheon,97,45,48,2.0,34,5,7.0,4,0.0
802,06/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
803,06/05/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
804,06/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0
805,06/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
806,06/05/2020,Gyeonggi,681,168,470,29.0,327,52,62.0,43,0.0
807,06/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
808,06/05/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
809,06/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
810,06/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
811,06/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
812,06/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0
813,06/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
814,06/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
815,06/05/2020,Airport,466,466,0,0.0,0,0,0.0,0,2.0
816,06/05/2020,Total,10806,1104,8681,5212.0,2077,1234,158.0,1021,2.0
817,07/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0
818,07/05/2020,Busan,138,25,84,12.0,53,18,1.0,29,0.0
819,07/05/2020,Daegu,6856,21,6115,4510.0,678,923,4.0,720,0.0
820,07/05/2020,Incheon,97,45,48,2.0,34,5,7.0,4,0.0
821,07/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
822,07/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,1.0
823,07/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0
824,07/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
825,07/05/2020,Gyeonggi,682,168,470,29.0,327,52,62.0,44,1.0
826,07/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
827,07/05/2020,Chung-buk,46,6,32,6.0,18,6,2.0,8,1.0
828,07/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
829,07/05/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
830,07/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
831,07/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0
832,07/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
833,07/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
834,07/05/2020,Airport,467,467,0,0.0,0,0,0.0,0,1.0
835,07/05/2020,Total,10810,1107,8680,5212.0,2076,1234,158.0,1023,4.0
836,08/05/2020,Seoul,637,257,357,8.0,264,16,69.0,23,0.0
837,08/05/2020,Busan,140,27,84,12.0,53,18,1.0,29,2.0
838,08/05/2020,Daegu,6859,24,6115,4510.0,678,923,4.0,720,3.0
839,08/05/2020,Incheon,97,45,48,2.0,34,5,7.0,4,0.0
840,08/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
841,08/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,0.0
842,08/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0
843,08/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
844,08/05/2020,Gyeonggi,684,169,471,29.0,327,53,62.0,44,2.0
845,08/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
846,08/05/2020,Chung-buk,47,7,32,6.0,18,6,2.0,8,1.0
847,08/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
848,08/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,1.0
849,08/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
850,08/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0
851,08/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
852,08/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
853,08/05/2020,Airport,470,470,0,0.0,0,0,0.0,0,3.0
854,08/05/2020,Total,10822,1118,8681,5212.0,2076,1235,158.0,1023,12.0
855,09/05/2020,Seoul,649,257,369,8.0,276,16,69.0,23,12.0
856,09/05/2020,Busan,141,27,85,12.0,54,18,1.0,29,1.0
857,09/05/2020,Daegu,6859,24,6115,4510.0,678,923,4.0,720,0.0
858,09/05/2020,Incheon,98,45,49,2.0,35,5,7.0,4,1.0
859,09/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
860,09/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,0.0
861,09/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0
862,09/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
863,09/05/2020,Gyeonggi,688,170,474,29.0,330,53,62.0,44,4.0
864,09/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
865,09/05/2020,Chung-buk,47,7,32,6.0,18,6,2.0,8,0.0
866,09/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
867,09/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,0.0
868,09/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
869,09/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0
870,09/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
871,09/05/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
872,09/05/2020,Airport,470,470,0,0.0,0,0,0.0,0,0.0
873,09/05/2020,Total,10840,1119,8698,5212.0,2093,1235,158.0,1023,18.0
874,10/05/2020,Seoul,663,259,381,8.0,288,16,69.0,23,14.0
875,10/05/2020,Busan,141,27,85,12.0,54,18,1.0,29,0.0
876,10/05/2020,Daegu,6861,24,6115,4510.0,678,923,4.0,722,2.0
877,10/05/2020,Incheon,101,45,52,2.0,38,5,7.0,4,3.0
878,10/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
879,10/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,0.0
880,10/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0
881,10/05/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
882,10/05/2020,Gyeonggi,694,170,480,29.0,337,52,62.0,44,6.0
883,10/05/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
884,10/05/2020,Chung-buk,49,7,34,6.0,20,6,2.0,8,2.0
885,10/05/2020,Chung- nam,143,13,120,,118,1,1.0,10,0.0
886,10/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,0.0
887,10/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
888,10/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0
889,10/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
890,10/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,1.0
891,10/05/2020,Airport,476,476,0,0.0,0,0,0.0,0,6.0
892,10/05/2020,Total,10874,1127,8722,5212.0,2118,1234,158.0,1025,34.0
893,11/05/2020,Seoul,683,259,401,8.0,308,16,69.0,23,20.0
894,11/05/2020,Busan,141,27,85,12.0,54,18,1.0,29,0.0
895,11/05/2020,Daegu,6861,24,6115,4510.0,678,923,4.0,722,0.0
896,11/05/2020,Incheon,104,46,54,2.0,40,5,7.0,4,3.0
897,11/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
898,11/05/2020,Daejeon,41,11,21,2.0,11,8,0.0,9,0.0
899,11/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0
900,11/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,1.0
901,11/05/2020,Gyeonggi,698,170,484,29.0,341,52,62.0,44,4.0
902,11/05/2020,Gangwon,54,15,32,17.0,15,0,0.0,7,1.0
903,11/05/2020,Chung-buk,52,7,37,6.0,23,6,2.0,8,3.0
904,11/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
905,11/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,0.0
906,11/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
907,11/05/2020,Gyeong- buk,1366,11,1224,566.0,468,190,0.0,131,0.0
908,11/05/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
909,11/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
910,11/05/2020,Airport,479,479,0,0.0,0,0,0.0,0,3.0
911,11/05/2020,Total,10909,1133,8751,5212.0,2147,1234,158.0,1025,35.0
912,12/05/2020,Seoul,695,259,413,8.0,320,16,69.0,23,12.0
913,12/05/2020,Busan,141,27,85,12.0,54,18,1.0,29,0.0
914,12/05/2020,Daegu,6862,24,6115,4510.0,678,923,4.0,723,1.0
915,12/05/2020,Incheon,105,46,55,2.0,41,5,7.0,4,1.0
916,12/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
917,12/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,2.0
918,12/05/2020,Ulsan,44,13,24,16.0,2,3,3.0,7,0.0
919,12/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
920,12/05/2020,Gyeonggi,706,170,492,29.0,349,52,62.0,44,8.0
921,12/05/2020,Gangwon,54,15,32,17.0,15,0,0.0,7,0.0
922,12/05/2020,Chung-buk,52,7,37,6.0,23,6,2.0,8,0.0
923,12/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
924,12/05/2020,Jeonbuk,19,10,4,1.0,3,0,0.0,5,0.0
925,12/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
926,12/05/2020,Gyeong- buk,1367,12,1224,566.0,468,190,0.0,131,1.0
927,12/05/2020,Gyeong- nam,118,15,85,32.0,46,6,1.0,18,1.0
928,12/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
929,12/05/2020,Airport,480,480,0,0.0,0,0,0.0,0,1.0
930,12/05/2020,Total,10936,1138,8772,5212.0,2168,1234,158.0,1026,27.0
931,13/05/2020,Seoul,707,259,425,8.0,332,16,69.0,23,12.0
932,13/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,3.0
933,13/05/2020,Daegu,6865,25,6117,4510.0,678,925,4.0,723,3.0
934,13/05/2020,Incheon,107,46,55,2.0,41,5,7.0,6,2.0
935,13/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
936,13/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,0.0
937,13/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,1.0
938,13/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
939,13/05/2020,Gyeonggi,708,171,493,29.0,350,52,62.0,44,2.0
940,13/05/2020,Gangwon,54,15,32,17.0,15,0,0.0,7,0.0
941,13/05/2020,Chung-buk,52,7,37,6.0,23,6,2.0,8,0.0
942,13/05/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
943,13/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,1.0
944,13/05/2020,Jeonnam,16,8,5,1.0,1,2,1.0,3,0.0
945,13/05/2020,Gyeong- buk,1367,12,1224,566.0,468,190,0.0,131,0.0
946,13/05/2020,Gyeong- nam,119,15,86,32.0,47,6,1.0,18,1.0
947,13/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
948,13/05/2020,Airport,481,481,0,0.0,0,0,0.0,0,1.0
949,13/05/2020,Total,10962,1142,8792,5212.0,2186,1236,158.0,1028,26.0
950,14/05/2020,Seoul,711,260,428,8.0,335,16,69.0,23,4.0
951,14/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
952,14/05/2020,Daegu,6865,25,6116,4510.0,678,924,4.0,724,0.0
953,14/05/2020,Incheon,119,46,67,2.0,52,6,7.0,6,12.0
954,14/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
955,14/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,0.0
956,14/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0
957,14/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
958,14/05/2020,Gyeonggi,714,171,499,29.0,356,52,62.0,44,6.0
959,14/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,1.0
960,14/05/2020,Chung-buk,55,7,40,6.0,26,6,2.0,8,3.0
961,14/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,1.0
962,14/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0
963,14/05/2020,Jeonnam,17,9,5,1.0,1,2,1.0,3,1.0
964,14/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,1.0
965,14/05/2020,Gyeong- nam,119,15,86,32.0,47,6,1.0,18,0.0
966,14/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
967,14/05/2020,Airport,481,481,0,0.0,0,0,0.0,0,0.0
968,14/05/2020,Total,10991,1145,8817,5212.0,2211,1236,158.0,1029,29.0
969,15/05/2020,Seoul,725,260,441,8.0,348,16,69.0,24,14.0
970,15/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
971,15/05/2020,Daegu,6868,25,6119,4510.0,678,927,4.0,724,3.0
972,15/05/2020,Incheon,124,47,71,2.0,56,6,7.0,6,5.0
973,15/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
974,15/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,0.0
975,15/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0
976,15/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
977,15/05/2020,Gyeonggi,717,173,499,29.0,356,52,62.0,45,3.0
978,15/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
979,15/05/2020,Chung-buk,55,7,40,6.0,26,6,2.0,8,0.0
980,15/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0
981,15/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0
982,15/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,1.0
983,15/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0
984,15/05/2020,Gyeong- nam,119,15,86,32.0,47,6,1.0,18,0.0
985,15/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
986,15/05/2020,Airport,482,482,0,0.0,0,0,0.0,0,1.0
987,15/05/2020,Total,11018,1150,8837,5212.0,2228,1239,158.0,1031,27.0
988,16/05/2020,Seoul,730,260,446,8.0,353,16,69.0,24,5.0
989,16/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
990,16/05/2020,Daegu,6869,25,6120,4510.0,678,928,4.0,724,1.0
991,16/05/2020,Incheon,124,47,72,2.0,57,6,7.0,5,0.0
992,16/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
993,16/05/2020,Daejeon,43,13,21,2.0,11,8,0.0,9,0.0
994,16/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0
995,16/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
996,16/05/2020,Gyeonggi,721,175,500,29.0,357,52,62.0,46,4.0
997,16/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
998,16/05/2020,Chung-buk,56,7,41,6.0,27,6,2.0,8,1.0
999,16/05/2020,Chung-nam,144,13,121,0.0,119,1,1.0,10,0.0
1000,16/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0
1001,16/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1002,16/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0
1003,16/05/2020,Gyeong- nam,119,15,86,32.0,47,6,1.0,18,0.0
1004,16/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1005,16/05/2020,Airport,490,490,0,0.0,0,0,0.0,0,8.0
1006,16/05/2020,Total,11037,1160,8846,5212.0,2236,1240,158.0,1031,19.0
1007,17/05/2020,Seoul,735,261,450,8.0,357,16,69.0,24,5.0
1008,17/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1009,17/05/2020,Daegu,6870,25,6120,4510.0,678,928,4.0,725,1.0
1010,17/05/2020,Incheon,124,47,72,2.0,57,6,7.0,5,0.0
1011,17/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1012,17/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,1.0
1013,17/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0
1014,17/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1015,17/05/2020,Gyeonggi,721,175,500,29.0,357,52,62.0,46,0.0
1016,17/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
1017,17/05/2020,Chung- buk,56,7,41,6.0,27,6,2.0,8,0.0
1018,17/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0
1019,17/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0
1020,17/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1021,17/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0
1022,17/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,2.0
1023,17/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1024,17/05/2020,Airport,494,494,0,0.0,0,0,0.0,0,4.0
1025,17/05/2020,Total,11050,1167,8851,5212.0,2241,1240,158.0,1032,13.0
1026,18/05/2020,Seoul,736,262,450,8.0,357,16,69.0,24,1.0
1027,18/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
1028,18/05/2020,Daegu,6871,25,6115,4510.0,678,923,4.0,731,1.0
1029,18/05/2020,Incheon,124,47,72,2.0,57,6,7.0,5,0.0
1030,18/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
1031,18/05/2020,Daejeon,44,13,22,2.0,12,8,0.0,9,0.0
1032,18/05/2020,Ulsan,45,14,24,16.0,2,3,3.0,7,0.0
1033,18/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0
1034,18/05/2020,Gyeonggi,724,176,502,29.0,359,52,62.0,46,3.0
1035,18/05/2020,Gangwon,55,15,33,17.0,16,0,0.0,7,0.0
1036,18/05/2020,Chung-buk,59,8,42,6.0,27,7,2.0,9,3.0
1037,18/05/2020,Chung- nam,144,13,121,0.0,119,1,1.0,10,0.0
1038,18/05/2020,Jeonbuk,20,10,5,1.0,4,0,0.0,5,0.0
1039,18/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0
1040,18/05/2020,Gyeong- buk,1368,13,1224,566.0,468,190,0.0,131,0.0
1041,18/05/2020,Gyeong- nam,121,17,86,32.0,47,6,1.0,18,0.0
1042,18/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0
1043,18/05/2020,Airport,501,501,0,0.0,0,0,0.0,0,7.0
1044,18/05/2020,Total,11065,1177,8849,5212.0,2243,1236,158.0,1039,15.0
1045,19/05/2020,Seoul,742,262,455,8.0,361,17,69.0,25,6.0
1046,19/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0
