index,date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc
347,12/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0
348,12/04/2020,Ulsan,41,10,24,16.0,1,4,3.0,7,0.0
349,12/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
350,12/04/2020,Gyeonggi,628,143,440,29.0,302,58,51.0,45,4.0
351,12/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0
352,12/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
353,12/04/2020,Chung-nam,139,9,120,0.0,118,1,1.0,10,1.0
354,12/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
355,12/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
356,12/04/2020,Gyeong- buk,1333,9,1190,566.0,432,191,1.0,134,3.0
357,12/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0
358,12/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0
359,12/04/2020,Airport,376,376,0,0.0,0,0,0.0,0,18.0
360,12/04/2020,Total,10512,912,8574,5210.0,1977,1244,143.0,1026,32.0
361,13/04/2020,Seoul,610,233,355,8.0,262,18,67.0,22,8.0
362,13/04/2020,Busan,126,16,81,12.0,50,18,1.0,29,0.0
363,13/04/2020,Daegu,6819,14,6088,4508.0,653,923,4.0,717,3.0
364,13/04/2020,Incheon,87,36,47,2.0,34,5,6.0,4,1.0
365,13/04/2020,Gwangju,27,11,16,9.0,0,1,6.0,0,0.0
366,13/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0
367,13/04/2020,Ulsan,41,10,24,16.0,1,4,3.0,7,0.0
368,13/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
369,13/04/2020,Gyeonggi,631,143,442,29.0,302,58,53.0,46,3.0
370,13/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0
371,13/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
372,13/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0
373,13/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
374,13/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
375,13/04/2020,Gyeong- buk,1337,9,1194,566.0,436,191,1.0,134,4.0
376,13/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0
377,13/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0
378,13/04/2020,Airport,382,382,0,0.0,0,0,0.0,0,6.0
379,13/04/2020,Total,10537,929,8588,5210.0,1987,1244,147.0,1020,25.0
380,14/04/2020,Seoul,612,233,355,8.0,262,18,67.0,24,2.0
381,14/04/2020,Busan,126,16,81,12.0,50,18,1.0,29,0.0
382,14/04/2020,Daegu,6822,15,6090,4509.0,655,922,4.0,717,3.0
383,14/04/2020,Incheon,88,37,47,2.0,34,5,6.0,4,1.0
384,14/04/2020,Gwangju,27,11,16,9.0,0,1,6.0,0,0.0
385,14/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0
386,14/04/2020,Ulsan,42,10,24,16.0,1,4,3.0,8,1.0
387,14/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
388,14/04/2020,Gyeonggi,639,145,447,29.0,305,60,53.0,47,8.0
389,14/04/2020,Gangwon,49,12,30,17.0,13,0,0.0,7,0.0
390,14/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
391,14/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0
392,14/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
393,14/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
394,14/04/2020,Gyeong- buk,1342,9,1197,566.0,439,191,1.0,136,5.0
395,14/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0
396,14/04/2020,Jeju,12,7,1,0.0,0,0,1.0,4,0.0
397,14/04/2020,Airport,389,389,0,0.0,0,0,0.0,0,7.0
398,14/04/2020,Total,10564,940,8598,5211.0,1995,1245,147.0,1026,27.0
399,15/04/2020,Seoul,617,238,356,8.0,262,19,67.0,23,5.0
400,15/04/2020,Busan,127,17,81,12.0,50,18,1.0,29,1.0
401,15/04/2020,Daegu,6823,16,6090,4509.0,655,922,4.0,717,1.0
402,15/04/2020,Incheon,88,37,47,2.0,34,5,6.0,4,0.0
403,15/04/2020,Gwangju,28,11,16,9.0,0,1,6.0,1,1.0
404,15/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0
405,15/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0
406,15/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
407,15/04/2020,Gyeonggi,645,146,457,29.0,312,59,57.0,42,6.0
408,15/04/2020,Gangwon,51,13,31,17.0,14,0,0.0,7,2.0
409,15/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
410,15/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0
411,15/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
412,15/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
413,15/04/2020,Gyeong- buk,1348,9,1205,566.0,446,192,1.0,134,6.0
414,15/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0
415,15/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,1.0
416,15/04/2020,Airport,393,393,0,0.0,0,0,0.0,0,4.0
417,15/04/2020,Total,10591,955,8618,5211.0,2010,1246,151.0,1018,27.0
418,16/04/2020,Seoul,619,239,357,8.0,262,18,69.0,23,2.0
419,16/04/2020,Busan,130,20,81,12.0,50,18,1.0,29,3.0
420,16/04/2020,Daegu,6827,16,6094,4509.0,659,922,4.0,717,4.0
421,16/04/2020,Incheon,88,37,47,2.0,34,5,6.0,4,0.0
422,16/04/2020,Gwangju,28,12,16,9.0,0,1,6.0,0,0.0
423,16/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0
424,16/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0
425,16/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
426,16/04/2020,Gyeonggi,649,149,458,29.0,313,58,58.0,42,4.0
427,16/04/2020,Gangwon,52,13,32,17.0,15,0,0.0,7,1.0
428,16/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
429,16/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0
430,16/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
431,16/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
432,16/04/2020,Gyeong- buk,1352,9,1209,566.0,451,191,1.0,134,4.0
433,16/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0
434,16/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
435,16/04/2020,Airport,397,397,0,0.0,0,0,0.0,0,4.0
436,16/04/2020,Total,10613,967,8629,5211.0,2021,1243,154.0,1017,22.0
437,17/04/2020,Seoul,621,241,357,8.0,262,18,69.0,23,2.0
438,17/04/2020,Busan,130,20,81,12.0,50,18,1.0,29,0.0
439,17/04/2020,Daegu,6827,16,6092,4509.0,657,922,4.0,719,0.0
440,17/04/2020,Incheon,89,37,48,2.0,34,5,7.0,4,1.0
441,17/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,2.0
442,17/04/2020,Daejeon,40,9,21,2.0,11,8,0.0,10,1.0
443,17/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0
444,17/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
445,17/04/2020,Gyeonggi,650,150,459,29.0,314,55,61.0,41,1.0
446,17/04/2020,Gangwon,52,13,32,17.0,15,0,0.0,7,0.0
447,17/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
448,17/04/2020,Chung- nam,139,10,120,0.0,118,1,1.0,9,0.0
449,17/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
450,17/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
451,17/04/2020,Gyeong- buk,1356,9,1213,566.0,455,191,1.0,134,4.0
452,17/04/2020,Gyeong- nam,115,14,84,32.0,45,6,1.0,17,0.0
453,17/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
454,17/04/2020,Airport,408,408,0,0.0,0,0,0.0,0,11.0
455,17/04/2020,Total,10635,983,8633,5211.0,2024,1240,158.0,1019,22.0
456,18/04/2020,Seoul,622,242,358,8.0,262,18,70.0,22,1.0
457,18/04/2020,Busan,130,20,81,12.0,50,18,1.0,29,0.0
458,18/04/2020,Daegu,6830,16,6094,4509.0,659,922,4.0,720,3.0
459,18/04/2020,Incheon,90,39,47,2.0,34,5,6.0,4,1.0
460,18/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
461,18/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,-1.0
462,18/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0
463,18/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
464,18/04/2020,Gyeonggi,654,150,463,29.0,317,55,62.0,41,4.0
465,18/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,1.0
466,18/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
467,18/04/2020,Chung-nam,141,11,120,0.0,118,1,1.0,10,2.0
468,18/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
469,18/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
470,18/04/2020,Gyeong- buk,1358,10,1215,566.0,457,191,1.0,133,2.0
471,18/04/2020,Gyeong- nam,116,14,85,33.0,45,6,1.0,17,1.0
472,18/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
473,18/04/2020,Airport,412,412,0,0.0,0,0,0.0,0,4.0
474,18/04/2020,Total,10653,993,8642,5212.0,2031,1240,159.0,1018,18.0
475,19/04/2020,Seoul,624,243,359,8.0,262,18,71.0,22,2.0
476,19/04/2020,Busan,130,20,81,12.0,50,18,1.0,29,0.0
477,19/04/2020,Daegu,6832,17,6094,4510.0,659,921,4.0,721,2.0
478,19/04/2020,Incheon,91,40,47,2.0,34,5,6.0,4,1.0
479,19/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
480,19/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0
481,19/04/2020,Ulsan,42,11,24,16.0,1,4,3.0,7,0.0
482,19/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
483,19/04/2020,Gyeonggi,654,150,463,29.0,317,55,62.0,41,0.0
484,19/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
485,19/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
486,19/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0
487,19/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
488,19/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
489,19/04/2020,Gyeong- buk,1359,10,1216,566.0,458,191,1.0,133,1.0
490,19/04/2020,Gyeong- nam,116,14,84,32.0,45,6,1.0,18,0.0
491,19/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
492,19/04/2020,Airport,414,414,0,0.0,0,0,0.0,0,2.0
493,19/04/2020,Total,10661,998,8643,5212.0,2032,1239,160.0,1020,8.0
494,20/04/2020,Seoul,624,244,357,8.0,262,18,69.0,23,0.0
495,20/04/2020,Busan,132,20,81,12.0,50,18,1.0,31,2.0
496,20/04/2020,Daegu,6833,17,6095,4510.0,659,922,4.0,721,1.0
497,20/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,1.0
498,20/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
499,20/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0
500,20/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,1.0
501,20/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
502,20/04/2020,Gyeonggi,656,151,464,29.0,318,55,62.0,41,2.0
503,20/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
504,20/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
505,20/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0
506,20/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
507,20/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
508,20/04/2020,Gyeong- buk,1361,10,1217,566.0,460,191,0.0,134,2.0
509,20/04/2020,Gyeong- nam,116,14,84,32.0,45,6,1.0,18,0.0
510,20/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
511,20/04/2020,Airport,418,418,0,0.0,0,0,0.0,0,4.0
512,20/04/2020,Total,10674,1006,8644,5212.0,2035,1240,157.0,1024,13.0
513,21/04/2020,Seoul,626,245,357,8.0,262,18,69.0,24,2.0
514,21/04/2020,Busan,132,20,82,12.0,50,19,1.0,30,0.0
515,21/04/2020,Daegu,6835,17,6097,4510.0,661,922,4.0,721,2.0
516,21/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0
517,21/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
518,21/04/2020,Daejeon,39,9,21,2.0,11,8,0.0,9,0.0
519,21/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
520,21/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
521,21/04/2020,Gyeonggi,658,152,465,29.0,318,56,62.0,41,2.0
522,21/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
523,21/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
524,21/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0
525,21/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
526,21/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
527,21/04/2020,Gyeong- buk,1361,10,1217,566.0,460,191,0.0,134,0.0
528,21/04/2020,Gyeong- nam,116,14,84,32.0,45,6,1.0,18,0.0
529,21/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
530,21/04/2020,Airport,421,421,0,0.0,0,0,0.0,0,3.0
531,21/04/2020,Total,10683,1011,8648,5212.0,2037,1242,157.0,1024,9.0
532,22/04/2020,Seoul,628,247,357,8.0,262,18,69.0,24,2.0
533,22/04/2020,Busan,134,21,84,12.0,53,18,1.0,29,2.0
534,22/04/2020,Daegu,6836,17,6098,4510.0,661,923,4.0,721,1.0
535,22/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0
536,22/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
537,22/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,1.0
538,22/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
539,22/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
540,22/04/2020,Gyeonggi,658,152,465,29.0,319,55,62.0,41,0.0
541,22/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
542,22/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
543,22/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0
544,22/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
545,22/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
546,22/04/2020,Gyeong- buk,1363,10,1218,566.0,460,192,0.0,135,2.0
547,22/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,1.0
548,22/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
549,22/04/2020,Airport,423,423,0,0.0,0,0,0.0,0,2.0
550,22/04/2020,Total,10694,1017,8653,5212.0,2042,1242,157.0,1024,11.0
551,23/04/2020,Seoul,628,247,357,8.0,262,18,69.0,24,0.0
552,23/04/2020,Busan,135,22,84,12.0,53,18,1.0,29,1.0
553,23/04/2020,Daegu,6840,18,6100,4510.0,662,924,4.0,722,4.0
554,23/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0
555,23/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
556,23/04/2020,Daejeon,40,10,21,2.0,11,8,,9,0.0
557,23/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
558,23/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
559,23/04/2020,Gyeonggi,659,152,466,29.0,320,55,62.0,41,1.0
560,23/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
561,23/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
562,23/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0
563,23/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
564,23/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
565,23/04/2020,Gyeong- buk,1363,10,1219,566.0,461,192,0.0,134,0.0
566,23/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
567,23/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
568,23/04/2020,Airport,425,425,0,0.0,0,0,0.0,0,2.0
569,23/04/2020,Total,10702,1021,8657,5212.0,2045,1243,157.0,1024,8.0
570,24/04/2020,Seoul,628,247,357,8.0,262,18,69.0,24,0.0
571,24/04/2020,Busan,136,23,84,12.0,53,18,1.0,29,1.0
572,24/04/2020,Daegu,6842,18,6102,4510.0,662,926,4.0,722,2.0
573,24/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0
574,24/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
575,24/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
576,24/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
577,24/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
578,24/04/2020,Gyeonggi,660,152,466,29.0,320,55,62.0,42,1.0
579,24/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
580,24/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
581,24/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0
582,24/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
583,24/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
584,24/04/2020,Gyeong- buk,1364,10,1219,566.0,461,192,0.0,135,1.0
585,24/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
586,24/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
587,24/04/2020,Airport,426,426,0,0.0,0,0,0.0,0,1.0
588,24/04/2020,Total,10708,1023,8659,5212.0,2045,1245,157.0,1026,6.0
589,25/04/2020,Seoul,629,247,357,8.0,262,18,69.0,25,1.0
590,25/04/2020,Busan,136,23,84,12.0,53,18,1.0,29,0.0
591,25/04/2020,Daegu,6845,18,6102,4510.0,662,926,4.0,725,3.0
592,25/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0
593,25/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
594,25/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
595,25/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
596,25/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
597,25/04/2020,Gyeonggi,662,152,468,29.0,320,57,62.0,42,2.0
598,25/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
599,25/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
600,25/04/2020,Chung- nam,141,11,120,0.0,118,1,1.0,10,0.0
601,25/04/2020,Jeonbuk,17,8,4,1.0,3,0,0.0,5,0.0
602,25/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
603,25/04/2020,Gyeong- buk,1364,10,1220,566.0,462,192,0.0,134,0.0
604,25/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
605,25/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
606,25/04/2020,Airport,430,430,0,0.0,0,0,0.0,0,4.0
607,25/04/2020,Total,10718,1027,8662,5212.0,2046,1247,157.0,1029,10.0
608,26/04/2020,Seoul,629,248,357,8.0,262,18,69.0,24,0.0
609,26/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,1.0
610,26/04/2020,Daegu,6846,18,6103,4510.0,662,927,4.0,725,1.0
611,26/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0
612,26/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
613,26/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
614,26/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
615,26/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
616,26/04/2020,Gyeonggi,668,158,468,29.0,320,57,62.0,42,6.0
617,26/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
618,26/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
619,26/04/2020,Chung-nam,141,11,120,0.0,118,1,1.0,10,0.0
620,26/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,1.0
621,26/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
622,26/04/2020,Gyeong- buk,1364,10,1220,566.0,462,192,0.0,134,0.0
623,26/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
624,26/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
625,26/04/2020,Airport,431,431,0,0.0,0,0,0.0,0,1.0
626,26/04/2020,Total,10728,1037,8663,5212.0,2046,1248,157.0,1028,10.0
627,27/04/2020,Seoul,629,248,357,8.0,262,18,69.0,24,0.0
628,27/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0
629,27/04/2020,Daegu,6847,18,6105,4510.0,662,929,4.0,724,1.0
630,27/04/2020,Incheon,92,41,47,2.0,34,5,6.0,4,0.0
631,27/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
632,27/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
633,27/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
634,27/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
635,27/04/2020,Gyeonggi,671,159,470,29.0,320,59,62.0,42,3.0
636,27/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
637,27/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
638,27/04/2020,Chung- nam,142,12,120,0.0,118,1,1.0,10,1.0
639,27/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
640,27/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
641,27/04/2020,Gyeong- buk,1364,10,1220,566.0,462,192,0.0,134,0.0
642,27/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
643,27/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
644,27/04/2020,Airport,436,436,0,0.0,0,0,0.0,0,5.0
645,27/04/2020,Total,10738,1044,8667,5212.0,2046,1252,157.0,1027,10.0
646,28/04/2020,Seoul,633,252,357,8.0,262,18,69.0,24,4.0
647,28/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0
648,28/04/2020,Daegu,6849,20,6105,4510.0,663,928,4.0,724,2.0
649,28/04/2020,Incheon,93,41,48,2.0,34,5,7.0,4,1.0
650,28/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
651,28/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
652,28/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
653,28/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
654,28/04/2020,Gyeonggi,674,162,470,29.0,322,57,62.0,42,3.0
655,28/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
656,28/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
657,28/04/2020,Chung- nam,142,12,120,0.0,118,1,1.0,10,0.0
658,28/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
659,28/04/2020,Jeonnam,15,7,7,1.0,3,2,1.0,1,0.0
660,28/04/2020,Gyeong- buk,1365,10,1221,566.0,463,192,0.0,134,1.0
661,28/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
662,28/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
663,28/04/2020,Airport,439,439,0,0.0,0,0,0.0,0,3.0
664,28/04/2020,Total,10752,1056,8669,5212.0,2050,1249,158.0,1027,14.0
665,29/04/2020,Seoul,633,252,357,8.0,262,18,69.0,24,0.0
666,29/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0
667,29/04/2020,Daegu,6852,20,6108,4510.0,665,929,4.0,724,3.0
668,29/04/2020,Incheon,93,41,48,2.0,34,5,7.0,4,0.0
669,29/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
670,29/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
671,29/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
672,29/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
673,29/04/2020,Gyeonggi,676,163,470,29.0,322,57,62.0,43,2.0
674,29/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
675,29/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
676,29/04/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,1.0
677,29/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
678,29/04/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0
679,29/04/2020,Gyeong- buk,1365,10,1221,566.0,463,192,0.0,134,0.0
680,29/04/2020,Gyeong- nam,117,14,85,32.0,46,6,1.0,18,0.0
681,29/04/2020,Jeju,13,8,1,0.0,0,0,1.0,4,0.0
682,29/04/2020,Airport,442,442,0,0.0,0,0,0.0,0,3.0
683,29/04/2020,Total,10761,1061,8670,5212.0,2050,1250,158.0,1030,9.0
684,30/04/2020,Seoul,633,252,357,8.0,262,18,69.0,24,0.0
685,30/04/2020,Busan,137,24,84,12.0,53,18,1.0,29,0.0
686,30/04/2020,Daegu,6852,20,6108,4510.0,665,929,4.0,724,0.0
687,30/04/2020,Incheon,93,41,48,2.0,34,5,7.0,4,0.0
688,30/04/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0
689,30/04/2020,Daejeon,40,10,21,2.0,11,8,0.0,9,0.0
690,30/04/2020,Ulsan,43,12,24,16.0,1,4,3.0,7,0.0
691,30/04/2020,Sejong,46,3,42,1.0,38,3,0.0,1,0.0
692,30/04/2020,Gyeonggi,676,163,470,29.0,322,57,62.0,43,0.0
693,30/04/2020,Gangwon,53,14,32,17.0,15,0,0.0,7,0.0
694,30/04/2020,Chung-buk,45,5,32,6.0,18,6,2.0,8,0.0
695,30/04/2020,Chung- nam,143,13,120,0.0,118,1,1.0,10,0.0
696,30/04/2020,Jeonbuk,18,9,4,1.0,3,0,0.0,5,0.0
697,30/04/2020,Jeonnam,15,7,5,1.0,1,2,1.0,3,0.0
